,idhod,hodnota,ukaz_kod,vzdelani_cis,vzdelani_kod,vek_cis,vek_kod,pohlavi_cis,pohlavi_kod,uzemi_cis,uzemi_kod,sldb_rok,sldb_datum,ukaz_txt,vzdelani_txt,vek_txt,pohlavi_txt,uzemi_txt,uzemi_typ
557717,987552624,3203,3162,1294,13,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Liberecký kraj,kraj
557719,987552375,836,3162,1294,14,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Liberecký kraj,kraj
557720,987552376,505,3162,1294,14,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Liberecký kraj,kraj
557722,987552621,348,3162,1294,14,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Liberecký kraj,kraj
557723,987552622,132,3162,1294,14,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Liberecký kraj,kraj
557725,987552501,118,3162,1294,15,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Liberecký kraj,kraj
557726,987552502,171,3162,1294,15,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Liberecký kraj,kraj
557728,987552751,48,3162,1294,15,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Liberecký kraj,kraj
557729,987552863,47,3162,1294,15,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Liberecký kraj,kraj
557731,987552495,50890,3162,5784,105,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Liberecký kraj,kraj
557732,987552496,35092,3162,5784,105,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Liberecký kraj,kraj
557734,987552745,19095,3162,5784,105,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Liberecký kraj,kraj
557735,987552746,19128,3162,5784,105,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Liberecký kraj,kraj
557737,987552383,21008,3162,5784,121,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Liberecký kraj,kraj
557738,987552492,21176,3162,5784,121,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Liberecký kraj,kraj
557740,987552741,5363,3162,5784,121,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Liberecký kraj,kraj
557741,987552742,7007,3162,5784,121,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Liberecký kraj,kraj
557743,987552503,2579,3162,1294,202,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Liberecký kraj,kraj
557744,987552614,2391,3162,1294,202,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Liberecký kraj,kraj
557746,987552864,391,3162,1294,202,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Liberecký kraj,kraj
557747,987552865,836,3162,1294,202,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Liberecký kraj,kraj
557749,987552619,591,3162,1294,203,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Liberecký kraj,kraj
557750,987552620,1568,3162,1294,203,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Liberecký kraj,kraj
557752,987552870,320,3162,1294,203,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Liberecký kraj,kraj
557753,987552871,652,3162,1294,203,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Liberecký kraj,kraj
557755,987552617,12780,3162,1294,900,1035,1300150064,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Liberecký kraj,kraj
557756,987552618,7598,3162,1294,900,1035,1300150064,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Liberecký kraj,kraj
557758,987552868,2039,3162,1294,900,1035,1200659999,102.0,1.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Liberecký kraj,kraj
557759,987552869,2698,3162,1294,900,1035,1200659999,102.0,2.0,100,3077,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Liberecký kraj,kraj
557761,987553461,1186,3162,1294,1,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557762,987553462,965,3162,1294,1,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557764,987553705,146,3162,1294,1,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557765,987553706,414,3162,1294,1,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557767,987553343,2575,3162,1294,2,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557768,987553344,2019,3162,1294,2,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557770,987553590,371,3162,1294,2,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557771,987553591,1225,3162,1294,2,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557773,987553339,17554,3162,1294,3,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557774,987553340,17851,3162,1294,3,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557776,987553586,2816,3162,1294,3,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557777,987553587,13103,3162,1294,3,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557779,987553224,17683,3162,1294,8,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557780,987553336,24983,3162,1294,8,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557782,987553582,4238,3162,1294,8,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557783,987553583,8375,3162,1294,8,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557785,987553345,1980,3162,1294,11,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557786,987553346,4160,3162,1294,11,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557788,987553592,275,3162,1294,11,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557789,987553700,260,3162,1294,11,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557791,987553222,5061,3162,1294,12,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557792,987553223,8244,3162,1294,12,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557794,987553580,111,3162,1294,12,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557795,987553581,123,3162,1294,12,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557797,987553220,16718,3162,1294,13,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557798,987553221,20176,3162,1294,13,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557800,987553469,5869,3162,1294,13,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557801,987553470,4093,3162,1294,13,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557803,987553218,1108,3162,1294,14,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557804,987553219,843,3162,1294,14,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557806,987553467,524,3162,1294,14,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557807,987553468,207,3162,1294,14,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557809,987553347,162,3162,1294,15,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Královéhradecký kraj,kraj
557810,987553458,157,3162,1294,15,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Královéhradecký kraj,kraj
557812,987553701,50,3162,1294,15,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Královéhradecký kraj,kraj
557813,987553702,69,3162,1294,15,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Královéhradecký kraj,kraj
557815,987553341,61827,3162,5784,105,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557816,987553342,41144,3162,5784,105,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557818,987553588,25122,3162,5784,105,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557819,987553589,25938,3162,5784,105,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557821,987553337,28886,3162,5784,121,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557822,987553338,28429,3162,5784,121,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557824,987553584,8061,3162,5784,121,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557825,987553585,10188,3162,5784,121,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557827,987553459,3715,3162,1294,202,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Královéhradecký kraj,kraj
557828,987553460,3335,3162,1294,202,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Královéhradecký kraj,kraj
557830,987553703,555,3162,1294,202,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Královéhradecký kraj,kraj
557831,987553704,1307,3162,1294,202,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Královéhradecký kraj,kraj
557833,987553465,787,3162,1294,203,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Královéhradecký kraj,kraj
557834,987553466,2049,3162,1294,203,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Královéhradecký kraj,kraj
557836,987553709,460,3162,1294,203,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Královéhradecký kraj,kraj
557837,987553710,859,3162,1294,203,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Královéhradecký kraj,kraj
557839,987553463,12312,3162,1294,900,1035,1300150064,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Královéhradecký kraj,kraj
557840,987553464,7291,3162,1294,900,1035,1300150064,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Královéhradecký kraj,kraj
557842,987553707,2400,3162,1294,900,1035,1200659999,102.0,1.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Královéhradecký kraj,kraj
557843,987553708,3267,3162,1294,900,1035,1200659999,102.0,2.0,100,3085,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Královéhradecký kraj,kraj
557845,987552026,1283,3162,1294,1,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557846,987552027,900,3162,1294,1,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557848,987552263,140,3162,1294,1,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Pardubický kraj,kraj
557849,987552264,333,3162,1294,1,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Pardubický kraj,kraj
557851,987552018,2256,3162,1294,2,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557852,987552019,1860,3162,1294,2,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557854,987552255,337,3162,1294,2,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Pardubický kraj,kraj
557855,987552256,1048,3162,1294,2,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Pardubický kraj,kraj
557857,987551908,16327,3162,1294,3,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557858,987551909,16817,3162,1294,3,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557860,987552148,2720,3162,1294,3,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Pardubický kraj,kraj
557861,987552252,12443,3162,1294,3,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Pardubický kraj,kraj
557863,987551904,16244,3162,1294,8,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557864,987551905,23574,3162,1294,8,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557866,987552144,3624,3162,1294,8,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Pardubický kraj,kraj
557867,987552145,7402,3162,1294,8,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Pardubický kraj,kraj
557869,987552020,2061,3162,1294,11,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557870,987552021,4563,3162,1294,11,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557872,987552257,179,3162,1294,11,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Pardubický kraj,kraj
557873,987552258,161,3162,1294,11,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Pardubický kraj,kraj
557875,987551902,4846,3162,1294,12,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557876,987551903,8047,3162,1294,12,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557878,987552142,93,3162,1294,12,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Pardubický kraj,kraj
557879,987552143,97,3162,1294,12,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Pardubický kraj,kraj
557881,987551900,16208,3162,1294,13,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557882,987551901,19238,3162,1294,13,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557884,987552140,4821,3162,1294,13,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Pardubický kraj,kraj
557885,987552141,3330,3162,1294,13,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Pardubický kraj,kraj
557887,987553711,1048,3162,1294,14,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Pardubický kraj,kraj
557888,987551899,709,3162,1294,14,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Pardubický kraj,kraj
557890,987552138,413,3162,1294,14,1035,1200659999,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Pardubický kraj,kraj
557891,987552139,137,3162,1294,14,1035,1200659999,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Pardubický kraj,kraj
557893,987552022,143,3162,1294,15,1035,1300150064,102.0,1.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Pardubický kraj,kraj
557894,987552023,169,3162,1294,15,1035,1300150064,102.0,2.0,100,3093,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Pardubický kraj,kraj
